8.33728,1,5
8.33728,2,5
8.33728,3,5
20.60224,4,0
20.60224,5,5
25.40211,6,5
29.03092,7,5
29.03092,8,5
33.75288,9,5
33.75288,10,5
33.75288,11,5
36.83101,12,5
36.83101,13,5
36.83101,14,5
40.68977,15,5
40.68977,16,5
42.83684,17,5
49.84805,18,5
