4
0
8
1
6
7
3
2
5
100
4
0
8
1
6
7
3
2
5
9
100
4
0
8
1
6
7
10
3
2
11
5
9
100
4
0
12
8
1
6
7
10
3
2
11
5
9
100
13
4
0
14
12
3
10
1
7
8
6
2
15
11
5
9
100
13
4
0
14
12
3
10
1
7
8
6
2
15
11
5
9
100
13
4
0
14
12
3
10
1
7
8
6
2
15
11
5
9
100
13
4
0
14
12
3
10
1
7
8
6
2
15
11
5
9
100
13
4
0
14
12
3
10
1
7
8
6
2
15
11
5
9
100
13
4
0
14
12
3
10
1
7
8
6
2
15
11
5
9
100
13
4
0
14
12
3
10
1
7
8
6
2
15
11
5
9
100
13
4
0
14
12
3
10
1
7
8
6
2
15
11
5
9
100
